Text,Words,Source,Author,Fold
"Był tu sobie kiedyś Dobrobyt. Nie wiem czy kto z was osobiście zapamiętał go, więc muszę opisać go tak, jak mi go opisywał  nieboszczyk mej babki cioteczny stryj. Stary Dobrobyt, było to sobie indywiduum na wskroś niemoralne. Główną jego zasadą było: jak jest co, to hojnie! A że z rodu był on Dobrobyt, więc zawsze miał zkąd być hojnym. Lubiał on podjeść sobie porządni. Piwa, miodu i Wszelkiego trunku także za płot nie wylewał. A że był leniwy, to się rozumie samo przez się — gdzież jemu było z brzuszyskiem, z pijaną głową naginać się do pracy! I po co zresztę miał się męczyć, kiedy był sobie Dobrobyt, a z boku mówiono, że jemu ten z bagniska pieniędzy donosi. Za to do bitki, do kłótni i do miłostek miał krew okrutnie gorącą, a jaki był dumny i zarozumiały, o tem i mówić nie ma co. Jednem słowem, jak jest siedem grzechów głównych, tak wszystkie niby na tablicy wypisane były na czerwonej, obrzękłej twarzy w jego niewielkich tłuszczem zaszłych oczkach. Chodzi bywało to czupiradło po naszym kraju, nadmie się, że ledwie sapie, a gdzie się obróci, wszędzie buja żyto, pszenica, trawa równo z chłopem, wszędzie lasy ciemne, nieskończone i pełne dzikiego zwierza, a rzeki i stawy pełne ryb — słowem, dobrobyt.",208,bajka_o_dobrobycie,Franko,4
"Chodzi sobie i wyśpiewuje na całe gardło: Wesoły, szczęśliwy Krakowiaczek ci ja! A mój konik siwy Raźno się wywija! Wywijaj się, raźno bież, Podkówkami ognia krzesz! Od dawna już mawiali mu ksiądz pleban : — Ej, nieboże! Żałuj za swe grzechy, popraw się, bo to sję nie dobrze skończy. Ale on ani słuchać nie chciał. — Co mi tam! — mawiał. Przecieżem Dobrobyt! Prędzej mnie na tamten świat wyprawią, niż mam zmienić swą naturę. — A ty myślisz, że cię nie wyprawią? — No, niech tylko spróbują! krzyczał Dobrobyt. Kto się ośmieli? Przecież to kryminał! — A ja ci mówię: znajdą się tacy, którzy się ośmielą i nawet do kryminału za ciebie, grzesznika takiego, nie pójdą. — E, odpowiada Dobrobyt — wilka się lękać, to nie iść do lasu. Jedna tylko rzecz pewna, księże dobrodzieju, źe wszyscy pomrzemy i djabłu w zęby pójdziemy. Ale ktoby tam sobie tem głowę suszył! Co było, tośmy widzieli, a co będzie, tego nikt nie wie, i ksiądz pleban także: Nuże, lepiej wypijmy po kielichu i zaciągnijmy piosnkę, żeby aż się nasze góry odezwały. Tak to hulał nasz Dobrobyt i ani myślał, że jest bieda na świecie. Aż tu buch! Pewnego dnia ni siadło, ni padło, przyszło wezwanie od pana Kreisamta: jutro na ósmą godzinę rano taki a taki Dobrobyt ma się stawić do kancelarji.",212,bajka_o_dobrobycie,Franko,4
"Pierwszy raz w życiu naszemu Dobrobytowi zaszemrały mrówki po za plecyma. I czego też chce odemnie pan Kreisamt? Przecieżem podatki wszystkie popłacił, procesować się — z nikim nie procesuję, kary żadnej nie mam, a znajomić się z panem Kreisamtem nie mam chęci. Ale cóż robić, kiedy nakaz, to trzeba iść. Na drugi dzień raniutko kazał Dobrobyt zaprządz konie i pojechał stawić się do pana Kreisamta. — Niech będzie pochwalony! rzekł on uczciwie, wchodząc do kancelarji. — A, czintopry, czintopry! — rzekł pan Kreisamt. A co wy za jeden, klopa, czego wam potrzeba? — Ta, proszę pana, jestem Dobrobyt. Pan mię czegoś wołali. Oto ferdelunek. — Aha, aha, to wy Dobrobyt! Dobrze, dobrze, panie Dobrobycie, siadajcie sobie! Mamy też cokolwiek na was pomówić. — Na mnie? — No, na was, za was, do was — to wszystko jedno. Powiedźcie no mi, panie Dobrobycie, słyszałem, że u was jest spichlerz gminny? — Tak jest. — A dużo w tym spichlerzu maсie zboża? — Ta jest żyta tysiąc korcy, pszenicy coś z pięćset, a owsa ponoć będzie, z piętnaśscie set — Ho, ho, ho! To dobrze! To bardzo dobrze! Nam akurat tyle potrzeba. — Wam, panie Kreisamcie? — No, tak, nie mnie samemu. Pan Kriegsminister pisze, że jemu potrzeba. Więc wy. panie Dobrobycie, pozwolicie nam zabrać sobie to zboże?",201,bajka_o_dobrobycie,Franko,4
"— Ba... ba... a to jakiem prawem? — wybełkotał zdziwiony Dobrobyt. — No, no, no! Nie myślcie, że my to za darmo! Nie, my nie tacy ludzie. - My wam damy taką obligację, rozumiecie? — Nie, nie rozumiem. Co za obligację? — Taki papier, który możecie sobie  schować. — A można go jeść, gdy mi chleba nie stanie? — Ach! głupia wy klopa, panie Dobrobycie! Cha, cha, cha! Wam tylko aby jeść. A wiecie wy, Dobrobycie, co to jest Vaterland? — Nie, panie, nie wiem. — Oj, oj, oj! — zakrzyczał pan Kreisamt, chwycił się za głowę i zaczął skakać po kancelarji. Dobrobyt myślał, że panu raptem zabolał ząb, a to pan Kreisamt tak się dziwił, że Dobrobyt nie wie, co to jest Vaterland. — No, słuchajcie, panie Dobrobycie — rzekł pan Kreisamt. uspokoiwszy się nieco, nie bądźcie śmiesznym! Vaterland to jest nasze wojsko, nasi starsi ministrowie i ja. Dla Vaterland każdy klopa powinien oddać wszystko co ma, i tego jeszcze za mało będzie. — Ba, panie Kreisamcie, a jeżeli ją zginę z głodu? — Głupia klopa! Byle Vaterland zdrów był, a klopa zawsze będą! Nie zginiesz, nie bój się! A te obligacje, o którychem ci wspominał, będą ci niosły procent. — Ja, panie, nie chcę procentu. — Nie chcesz? Tem lepiej. Ja to zaraz zapiszę do protokołu.",201,bajka_o_dobrobycie,Franko,4
"A po zboże jeszcze dziś wyszlę fury, by je zabrały. — Nie, panie, ja na to nie przystanę. A nuż u mnie nie urodzi, co ja wtenczas będę robił? — E, nie urodzi, nie urodzi! Tylko pracuj porządnie, to ci zawsze urodzi. Ale jam słyszał, panie Dobrobycie, że ty jesteś wielki leniuch, że ci się pracować nie chce. Słuchaj niebożę, żebym tego więcej o tobie nie słyszał. — A was, panie, co to obchodzi? — odparł Dobrobyt, któremu nareszcie za dużo było tych nauczek. Przecież ja do pana nie idę Chleba prosić, a ot. właśnie pan do mnie przyszedł. — Co? Jak? Ty do mnie tak śmiesz przemawiać?! — wrzasnął pan Kreisamt. Hej, służba! Wsypcie mu! Jeszcze nasz Dobrobyt nie zdołał się obejrzeć, a już ławka w kurytarzu stała na pogotowiu a cała hurma hajduków chwyciła go i wsypała mu tak, jak mu jeszcze nikt od kiedy żyje, nie sypał. Następnie zaprowadzili go napowrót przed pana Kreisamta. — Panie, zaczął Dobrobyt trzęsącemi się usty panie, jakiem to prawem? Ale pan Kreisamt przerwał mu mowę. — Milcz, klopa, i nic nikomu nie mów! oto moje prawo! I uderzył ręką o dużą księgę, oprawną w świńską skórę. — Umiesz czytać? — Nie panie, nie umiem. — No, to milcz! Oto jest moje prawo, paragraf czurem-rem-rem!",202,bajka_o_dobrobycie,Franko,4
"A teraz powiedz mi, panie Dobrobycie, masz ty pieniądze? — Ta mam coś trochę. — Trochę, trochę! Co to znaczy trochę? Mów dokładnie, ile masz? — Ta będzie tam z dziesięć tysięcy. — U, dziesięć tysięcy! I na co tobie, głupia klopa, tyle pieniędzy? Co ty z niemi robisz? — Położyłem do skrzyni i leżą. Jeść nie proszą, a nie daj Boże czarnej godziny, to się przydadzą. — A co, czy nie mówiłem? — radośnie krzyknął pan Kreisamt. Gdzie głupia klopa wie, co robić z pieniędzmi? A Vaterland potrzebuje pieniędzy, dużo pieniędzy! Nie bój się panie Dobrobycie, to ci nie przepadnie. Dostaniesz obligacje. — Bierz was licho, panie, z waszemi obligacjami! — krzynął Dobrobyt, sam o sobie zapominając ze złości. — Co? Jak? Ty do mnie śmiesz w podobny sposób? — zapienił się pan Kreisamt. — służba, wsypcie mu! Daleko, daleko uleglejszym stał się nasz Dobrobyt po drugiem wsypaniu. Przekonał się nieborak, że z panem Kreisamtem nie ma żartów. — Bierzesz obligacje, głupia klopa? — krzyknął do niego Kreisamt. — Ta biorę, proszę pana. — No, widzisz, tak było trzeba z samego początku powiedzieć. A słuchaj no ty, klopa, słyszałem, że masz konie dobre. — Ta mam proszę pana. — A dużo? — Dziesięć par. — Dziesięć par? Czyś ty się wściekł, na co ci tyle? — Ta tak, panie, swego chowu.",201,bajka_o_dobrobycie,Franko,4
"Trafi się sprzedać, to sprzedam, a nie, to niech się chowają. — Słuchaj, panie Dobrobyt, Vaterland potrzebuje koni na wojnę. Dwie pary dla ciebie wystarczą, a na resztę na, masz kwit. — Na cóż mi się ten kwit przyda? — Schowaj go! Kiedyś, jak będą w kasie pieniędzy na zbyciu, dostaniesz za konie zapłatę. A konie dziś jeszcze każę zabrać. Dobrobyt tylko w głowę się poskrobał i nic nie odpowiedział. — Słuchaj, panie Dobrobycie — mówił dalej Kreisamt — a dużo ty masz gruntu? — Ta dużo nie dużo, ot tak tyle, że dla mnie wystarczy. — Głupia klopa, nie o to się pytam, czy dla ciebie wystarczy, czy nie, ale ile masz morgów? — Ta będzie coś ze dwadzieścia. — Oho, tak dużo. No, to tak być nie może. Każemy to przemierzyć. Tego dla ciebie za dużo. Odetniemy kawał dla mego brata von Draussen. Dobrobyt tylko oczy wytrzeszczył: — Słuchaj no ty, a dużo ty płacisz podatku? — Oj, panie, dużo! Po dziesięć dydków od morga. — Cha, cha, cha! I to się u ciebie nazywa dużo! Cha, cha, cha! Od dziś będziesz płacił z morga po pięć reńskich, rozumiesz? — Nie, nie rozumiem. — No, to jak sobie chcesz. Zrozumiesz to prędko i bezemnie. A powiedz no ty mnie gdzie ty pasiesz bydło? — Ta w lesie?",203,bajka_o_dobrobycie,Franko,4
"— Ta w lesie? — A czyj to las? — Ta Boży? — Co? Jak? Boży? — No, tak. Pan mówi, że jego, a chłopi mówią, że ich, A ja mówię jedno: ani pan  go nie sadził, ani chłopi, więc on boży. A używać — używamy. —W lesie bydła paść nie wolno! Las pański! Oto jest patent! — krzyczał pan  Kreisamt. — A gdzież ja się z bydłem podzieję,  kiedy mi i pola urywacie? — Podziewaj się, gdzie chcesz! Dla mnie  wyrznij je lub w stajni zamykaj, a w lesie paść nie wolno! krzyknął Kreisamt. — Nie, panie! — krzyknął również Dobrobyt, czując, że coś jak gdyby oderwało się  w jego wnętrzu. Ze mną róbcie już sobie co chcecie, ale o bydło ja się upomnę i nie ustąpię. To nie może być! To śmierć moja. — Milcz klopa, i idź do domu! tupnął  nogą pan Kreisamt, — Nie, panie, nie będę milczał i nie ustąpię się stąd. Ten patent musi być zniesiony! — Co? Jak? Ty śmiesz? służba wsypcie  mu! — Sypcie, ile chcecie — krzyczał Dobrobyt — choć na śmierć zabijcie, ale ja od  swego nie odstąpię. — Wsypcie i zamknijcie go! — rzekł  pan Kreisamt i poszedł do domu na obiad. Dobrobyt dostał co dostał w to miejsce, zkąd nogi rosną, a w dodatku wysiedział się w areszcie z pół roku, dopóki pan  Kreisamt nie przypomniał go sobie i nie kazał wypuścić.",215,bajka_o_dobrobycie,Franko,4
"Grzegorz Kalinowicz był kancelistą przy lwowskiej buchalterji rządowej, jeszcze za pańszczyzny. Dwadzieścia lat liczył on państwowe dochody, dwadzieścia najpiękniejszych lat życia spędził w jednej ciemnej kancelarji, na jednem drewnianem krześle, nad księgami rachunkowemi, żyjąc z dnia na dzień, regularnie i punktualnie, jak dobrze nakręcony zegarek, nie marząc o żadnych zmianach i innem życiu. Trzeba było dopiero wypadków 1848 roku, żeby wzburzyć do dna i jego ciche, samotne życie. Co prawda, w politykę Kalinowicz się nie mięszał, do gazet nie pisał, w ulicznych zbiegowiskach, agitacjach i kocich muzykach udziału nie brał; podczas wszystkich burzliwych scen od marca aż do listopada siedział punktualnie na swem miejscu, w ciemnej i w brudnej kancelarji w ratuszu, i liczył, liczył, liczył, jak gdyby cały patrymonjalny stosunek stał niewzruszony, a nie rozlatywał się w strzępy. Aż nagle dnia pierwszego listopada, biedny kancelista pomimo wszelkiej usilności i wytężonej uwagi, jakiej wymagała jego praca, spostrzegł dokoła siebie ruch niezwykły. Prawda, do krzyków, biegania, tłumnych zbiegowisk, grzmiących wiwatów i hałaśliwych narad przywykł on już był tego roku doskonale, ale tym razem oczywiście było w toku coś nadzwyczajnego. Krzyków wielkich nie było, ale za to słychać było krótkie, donośnym głosem wydawane rozkazy; nie biegano tłumnie i bez celu, ale co chwila przebiegali to członkowie rady miejskiej, to policjanci, gwardziści, członkowie Rady narodowej do sali posiedzeń wydziału miejskiego i na powrót.",220,bohater_mimo_woli,Franko,4
"Naraz nastała kompletna, martwa cisza, jak przed burzą. Kalinowicz opuścił pióro z ręki i podniósł głowę. Zdało mu się, że jest w kamiennym, zamurowanym grobie, i poczuł nagle, jak mróz przechodzi mu po za plecyma. — Cóż to może być takiego? — pomyślał, i wstawszy zwolna ze swego krzesła ruszył ku drzwiom, by u przebiegających po sieni gwardzistów dowiedzieć się, co tam słychać na świecie. Nagle zabrzęczały okna, zadrżały grube ściany budynku i potężny huk wystrzału działowego wstrząsnął powietrzem. Pociski zastukały o bruk i ściany ratusza. — Boże, a to co? — krzyknął biedny kancelista i nie oglądając się, bez czapki, kaloszy i paltota wybiegł z kancelarji, której już nigdy w życiu nie miał zobaczyć. W kurytarzu było pusto, gwar głosów ludzkich i stuk kroków dolatywał go zdała, zdaje się, gdzieś z pierwszego piętra. Stał chwilę u drzwi i słuchał, w tem podskoczył jak ukąszony; drugi wystrzał rozległ się nad miastem. Jak spłoszony koń, zakąsiwszy wędzidła, tak Kalinowicz, wystraszony, z gwałtownie bijącem sercem, biegł wzdłuż kurytarza ku bramie. Biegł bez pamięci, na oślep, dopóki się nie natknął na zbitą masę mieszczan, żydów, i gwardzistów, co zalegali bramę ratusza. — Nie wolno wychodzić! — wrzasnął do niego jeden z gwardzistów. — O dla Boga, a cóż tam takiego?— jęknął jeszcze bardziej przestraszony Kalinowicz.",205,bohater_mimo_woli,Franko,4
