Text,Words,Source,Author,Fold
"Był tu sobie kiedyś Dobrobyt. Nie wiem czy kto z was osobiście zapamiętał go, więc muszę opisać go tak, jak mi go opisywał  nieboszczyk mej babki cioteczny stryj. Stary Dobrobyt, było to sobie indywiduum na wskroś niemoralne. Główną jego zasadą było: jak jest co, to hojnie! A że z rodu był on Dobrobyt, więc zawsze miał zkąd być hojnym. Lubiał on podjeść sobie porządni. Piwa, miodu i Wszelkiego trunku także za płot nie wylewał. A że był leniwy, to się rozumie samo przez się — gdzież jemu było z brzuszyskiem, z pijaną głową naginać się do pracy! I po co zresztę miał się męczyć, kiedy był sobie Dobrobyt, a z boku mówiono, że jemu ten z bagniska pieniędzy donosi. Za to do bitki, do kłótni i do miłostek miał krew okrutnie gorącą, a jaki był dumny i zarozumiały, o tem i mówić nie ma co. Jednem słowem, jak jest siedem grzechów głównych, tak wszystkie niby na tablicy wypisane były na czerwonej, obrzękłej twarzy w jego niewielkich tłuszczem zaszłych oczkach. Chodzi bywało to czupiradło po naszym kraju, nadmie się, że ledwie sapie, a gdzie się obróci, wszędzie buja żyto, pszenica, trawa równo z chłopem, wszędzie lasy ciemne, nieskończone i pełne dzikiego zwierza, a rzeki i stawy pełne ryb — słowem, dobrobyt. Chodzi sobie i wyśpiewuje na całe gardło: Wesoły, szczęśliwy Krakowiaczek ci ja! A mój konik siwy Raźno się wywija! Wywijaj się, raźno bież, Podkówkami ognia krzesz! Od dawna już mawiali mu ksiądz pleban : — Ej, nieboże! Żałuj za swe grzechy, popraw się, bo to sję nie dobrze skończy. Ale on ani słuchać nie chciał. — Co mi tam! — mawiał. Przecieżem Dobrobyt! Prędzej mnie na tamten świat wyprawią, niż mam zmienić swą naturę. — A ty myślisz, że cię nie wyprawią? — No, niech tylko spróbują! krzyczał Dobrobyt. Kto się ośmieli? Przecież to kryminał! — A ja ci mówię: znajdą się tacy, którzy się ośmielą i nawet do kryminału za ciebie, grzesznika takiego, nie pójdą.",318,bajka_o_dobrobycie,Franko,4
"— E, odpowiada Dobrobyt — wilka się lękać, to nie iść do lasu. Jedna tylko rzecz pewna, księże dobrodzieju, źe wszyscy pomrzemy i djabłu w zęby pójdziemy. Ale ktoby tam sobie tem głowę suszył! Co było, tośmy widzieli, a co będzie, tego nikt nie wie, i ksiądz pleban także: Nuże, lepiej wypijmy po kielichu i zaciągnijmy piosnkę, żeby aż się nasze góry odezwały. Tak to hulał nasz Dobrobyt i ani myślał, że jest bieda na świecie. Aż tu buch! Pewnego dnia ni siadło, ni padło, przyszło wezwanie od pana Kreisamta: jutro na ósmą godzinę rano taki a taki Dobrobyt ma się stawić do kancelarji. Pierwszy raz w życiu naszemu Dobrobytowi zaszemrały mrówki po za plecyma. I czego też chce odemnie pan Kreisamt? Przecieżem podatki wszystkie popłacił, procesować się — z nikim nie procesuję, kary żadnej nie mam, a znajomić się z panem Kreisamtem nie mam chęci. Ale cóż robić, kiedy nakaz, to trzeba iść. Na drugi dzień raniutko kazał Dobrobyt zaprządz konie i pojechał stawić się do pana Kreisamta. — Niech będzie pochwalony! rzekł on uczciwie, wchodząc do kancelarji. — A, czintopry, czintopry! — rzekł pan Kreisamt. A co wy za jeden, klopa, czego wam potrzeba? — Ta, proszę pana, jestem Dobrobyt. Pan mię czegoś wołali. Oto ferdelunek. — Aha, aha, to wy Dobrobyt! Dobrze, dobrze, panie Dobrobycie, siadajcie sobie! Mamy też cokolwiek na was pomówić. — Na mnie? — No, na was, za was, do was — to wszystko jedno. Powiedźcie no mi, panie Dobrobycie, słyszałem, że u was jest spichlerz gminny? — Tak jest. — A dużo w tym spichlerzu maсie zboża? — Ta jest żyta tysiąc korcy, pszenicy coś z pięćset, a owsa ponoć będzie, z piętnaśscie set — Ho, ho, ho! To dobrze! To bardzo dobrze! Nam akurat tyle potrzeba. — Wam, panie Kreisamcie? — No, tak, nie mnie samemu. Pan Kriegsminister pisze, że jemu potrzeba. Więc wy. panie Dobrobycie, pozwolicie nam zabrać sobie to zboże?",303,bajka_o_dobrobycie,Franko,4
"— Ba... ba... a to jakiem prawem? — wybełkotał zdziwiony Dobrobyt. — No, no, no! Nie myślcie, że my to za darmo! Nie, my nie tacy ludzie. - My wam damy taką obligację, rozumiecie? — Nie, nie rozumiem. Co za obligację? — Taki papier, który możecie sobie  schować. — A można go jeść, gdy mi chleba nie stanie? — Ach! głupia wy klopa, panie Dobrobycie! Cha, cha, cha! Wam tylko aby jeść. A wiecie wy, Dobrobycie, co to jest Vaterland? — Nie, panie, nie wiem. — Oj, oj, oj! — zakrzyczał pan Kreisamt, chwycił się za głowę i zaczął skakać po kancelarji. Dobrobyt myślał, że panu raptem zabolał ząb, a to pan Kreisamt tak się dziwił, że Dobrobyt nie wie, co to jest Vaterland. — No, słuchajcie, panie Dobrobycie — rzekł pan Kreisamt. uspokoiwszy się nieco, nie bądźcie śmiesznym! Vaterland to jest nasze wojsko, nasi starsi ministrowie i ja. Dla Vaterland każdy klopa powinien oddać wszystko co ma, i tego jeszcze za mało będzie. — Ba, panie Kreisamcie, a jeżeli ją zginę z głodu? — Głupia klopa! Byle Vaterland zdrów był, a klopa zawsze będą! Nie zginiesz, nie bój się! A te obligacje, o którychem ci wspominał, będą ci niosły procent. — Ja, panie, nie chcę procentu. — Nie chcesz? Tem lepiej. Ja to zaraz zapiszę do protokołu. A po zboże jeszcze dziś wyszlę fury, by je zabrały. — Nie, panie, ja na to nie przystanę. A nuż u mnie nie urodzi, co ja wtenczas będę robił? — E, nie urodzi, nie urodzi! Tylko pracuj porządnie, to ci zawsze urodzi. Ale jam słyszał, panie Dobrobycie, że ty jesteś wielki leniuch, że ci się pracować nie chce. Słuchaj niebożę, żebym tego więcej o tobie nie słyszał. — A was, panie, co to obchodzi? — odparł Dobrobyt, któremu nareszcie za dużo było tych nauczek. Przecież ja do pana nie idę Chleba prosić, a ot. właśnie pan do mnie przyszedł. — Co? Jak? Ty do mnie tak śmiesz przemawiać?! — wrzasnął pan Kreisamt.",307,bajka_o_dobrobycie,Franko,4
"Hej, służba! Wsypcie mu! Jeszcze nasz Dobrobyt nie zdołał się obejrzeć, a już ławka w kurytarzu stała na pogotowiu a cała hurma hajduków chwyciła go i wsypała mu tak, jak mu jeszcze nikt od kiedy żyje, nie sypał. Następnie zaprowadzili go napowrót przed pana Kreisamta. — Panie, zaczął Dobrobyt trzęsącemi się usty panie, jakiem to prawem? Ale pan Kreisamt przerwał mu mowę. — Milcz, klopa, i nic nikomu nie mów! oto moje prawo! I uderzył ręką o dużą księgę, oprawną w świńską skórę. — Umiesz czytać? — Nie panie, nie umiem. — No, to milcz! Oto jest moje prawo, paragraf czurem-rem-rem! A teraz powiedz mi, panie Dobrobycie, masz ty pieniądze? — Ta mam coś trochę. — Trochę, trochę! Co to znaczy trochę? Mów dokładnie, ile masz? — Ta będzie tam z dziesięć tysięcy. — U, dziesięć tysięcy! I na co tobie, głupia klopa, tyle pieniędzy? Co ty z niemi robisz? — Położyłem do skrzyni i leżą. Jeść nie proszą, a nie daj Boże czarnej godziny, to się przydadzą. — A co, czy nie mówiłem? — radośnie krzyknął pan Kreisamt. Gdzie głupia klopa wie, co robić z pieniędzmi? A Vaterland potrzebuje pieniędzy, dużo pieniędzy! Nie bój się panie Dobrobycie, to ci nie przepadnie. Dostaniesz obligacje. — Bierz was licho, panie, z waszemi obligacjami! — krzynął Dobrobyt, sam o sobie zapominając ze złości. — Co? Jak? Ty do mnie śmiesz w podobny sposób? — zapienił się pan Kreisamt. — służba, wsypcie mu! Daleko, daleko uleglejszym stał się nasz Dobrobyt po drugiem wsypaniu. Przekonał się nieborak, że z panem Kreisamtem nie ma żartów. — Bierzesz obligacje, głupia klopa? — krzyknął do niego Kreisamt. — Ta biorę, proszę pana. — No, widzisz, tak było trzeba z samego początku powiedzieć. A słuchaj no ty, klopa, słyszałem, że masz konie dobre. — Ta mam proszę pana. — A dużo? — Dziesięć par. — Dziesięć par? Czyś ty się wściekł, na co ci tyle? — Ta tak, panie, swego chowu. Trafi się sprzedać, to sprzedam, a nie, to niech się chowają.",308,bajka_o_dobrobycie,Franko,4
"— Słuchaj, panie Dobrobyt, Vaterland potrzebuje koni na wojnę. Dwie pary dla ciebie wystarczą, a na resztę na, masz kwit. — Na cóż mi się ten kwit przyda? — Schowaj go! Kiedyś, jak będą w kasie pieniędzy na zbyciu, dostaniesz za konie zapłatę. A konie dziś jeszcze każę zabrać. Dobrobyt tylko w głowę się poskrobał i nic nie odpowiedział. — Słuchaj, panie Dobrobycie — mówił dalej Kreisamt — a dużo ty masz gruntu? — Ta dużo nie dużo, ot tak tyle, że dla mnie wystarczy. — Głupia klopa, nie o to się pytam, czy dla ciebie wystarczy, czy nie, ale ile masz morgów? — Ta będzie coś ze dwadzieścia. — Oho, tak dużo. No, to tak być nie może. Każemy to przemierzyć. Tego dla ciebie za dużo. Odetniemy kawał dla mego brata von Draussen. Dobrobyt tylko oczy wytrzeszczył: — Słuchaj no ty, a dużo ty płacisz podatku? — Oj, panie, dużo! Po dziesięć dydków od morga. — Cha, cha, cha! I to się u ciebie nazywa dużo! Cha, cha, cha! Od dziś będziesz płacił z morga po pięć reńskich, rozumiesz? — Nie, nie rozumiem. — No, to jak sobie chcesz. Zrozumiesz to prędko i bezemnie. A powiedz no ty mnie gdzie ty pasiesz bydło? — Ta w lesie? — A czyj to las? — Ta Boży? — Co? Jak? Boży? — No, tak. Pan mówi, że jego, a chłopi mówią, że ich, A ja mówię jedno: ani pan  go nie sadził, ani chłopi, więc on boży. A używać — używamy. —W lesie bydła paść nie wolno! Las pański! Oto jest patent! — krzyczał pan  Kreisamt. — A gdzież ja się z bydłem podzieję,  kiedy mi i pola urywacie? — Podziewaj się, gdzie chcesz! Dla mnie  wyrznij je lub w stajni zamykaj, a w lesie paść nie wolno! krzyknął Kreisamt. — Nie, panie! — krzyknął również Dobrobyt, czując, że coś jak gdyby oderwało się  w jego wnętrzu. Ze mną róbcie już sobie co chcecie, ale o bydło ja się upomnę i nie ustąpię.",306,bajka_o_dobrobycie,Franko,4
"Grzegorz Kalinowicz był kancelistą przy lwowskiej buchalterji rządowej, jeszcze za pańszczyzny. Dwadzieścia lat liczył on państwowe dochody, dwadzieścia najpiękniejszych lat życia spędził w jednej ciemnej kancelarji, na jednem drewnianem krześle, nad księgami rachunkowemi, żyjąc z dnia na dzień, regularnie i punktualnie, jak dobrze nakręcony zegarek, nie marząc o żadnych zmianach i innem życiu. Trzeba było dopiero wypadków 1848 roku, żeby wzburzyć do dna i jego ciche, samotne życie. Co prawda, w politykę Kalinowicz się nie mięszał, do gazet nie pisał, w ulicznych zbiegowiskach, agitacjach i kocich muzykach udziału nie brał; podczas wszystkich burzliwych scen od marca aż do listopada siedział punktualnie na swem miejscu, w ciemnej i w brudnej kancelarji w ratuszu, i liczył, liczył, liczył, jak gdyby cały patrymonjalny stosunek stał niewzruszony, a nie rozlatywał się w strzępy. Aż nagle dnia pierwszego listopada, biedny kancelista pomimo wszelkiej usilności i wytężonej uwagi, jakiej wymagała jego praca, spostrzegł dokoła siebie ruch niezwykły. Prawda, do krzyków, biegania, tłumnych zbiegowisk, grzmiących wiwatów i hałaśliwych narad przywykł on już był tego roku doskonale, ale tym razem oczywiście było w toku coś nadzwyczajnego. Krzyków wielkich nie było, ale za to słychać było krótkie, donośnym głosem wydawane rozkazy; nie biegano tłumnie i bez celu, ale co chwila przebiegali to członkowie rady miejskiej, to policjanci, gwardziści, członkowie Rady narodowej do sali posiedzeń wydziału miejskiego i na powrót. Naraz nastała kompletna, martwa cisza, jak przed burzą. Kalinowicz opuścił pióro z ręki i podniósł głowę. Zdało mu się, że jest w kamiennym, zamurowanym grobie, i poczuł nagle, jak mróz przechodzi mu po za plecyma. — Cóż to może być takiego? — pomyślał, i wstawszy zwolna ze swego krzesła ruszył ku drzwiom, by u przebiegających po sieni gwardzistów dowiedzieć się, co tam słychać na świecie. Nagle zabrzęczały okna, zadrżały grube ściany budynku i potężny huk wystrzału działowego wstrząsnął powietrzem. Pociski zastukały o bruk i ściany ratusza.",304,bohater_mimo_woli,Franko,4
"— Boże, a to co? — krzyknął biedny kancelista i nie oglądając się, bez czapki, kaloszy i paltota wybiegł z kancelarji, której już nigdy w życiu nie miał zobaczyć. W kurytarzu było pusto, gwar głosów ludzkich i stuk kroków dolatywał go zdała, zdaje się, gdzieś z pierwszego piętra. Stał chwilę u drzwi i słuchał, w tem podskoczył jak ukąszony; drugi wystrzał rozległ się nad miastem. Jak spłoszony koń, zakąsiwszy wędzidła, tak Kalinowicz, wystraszony, z gwałtownie bijącem sercem, biegł wzdłuż kurytarza ku bramie. Biegł bez pamięci, na oślep, dopóki się nie natknął na zbitą masę mieszczan, żydów, i gwardzistów, co zalegali bramę ratusza. — Nie wolno wychodzić! — wrzasnął do niego jeden z gwardzistów. — O dla Boga, a cóż tam takiego?— jęknął jeszcze bardziej przestraszony Kalinowicz. — Chyba pan nie słyszysz? miasto bombardują! . — Miasto bombardują! Jak to, za co bombardują? — pytał zdziwiony kancelista. — Kiedy miasto bombardują, to znaczy, że i mnie bombardują. Przecież strzelają kulami, prawda? I na oślep, prawda? No, a przecież  taka kula mnie pierwszego może trafić. Homeryczny śmiech był odpowiedzią na te żałobne wywody kancelaryjnego mola. — Śmiejcie się — rzekł ten — ale to przecież fakt oczywisty, wyjdę na rynek, a tu bęc, i już po mnie! I za co? Co ja komu złego zrobiłem? Znowu wybuch śmiechu, tym razem z towarzyszeniem trzeciej gwałtownej salwy armatniej i nowego gradu pocisków. Kalinowicz nie był bohaterem. Nie był nawet zwykłym śmiałkiem. Nie widział w tem wielkiego honoru, by znajdować się w budynku, na który skierowane są pociski armatnie, a nadto znajdować się w nim pośród ludzi w znacznej części uzbrojonych i oczywiście więcej  skłonnych do buntowniczej walki, niż do pokornej urzędniczej lojalności. Nie czuł też w sobie pociągu do męczeństwa za sprawę, której nie rozumiał i która go nie obchodziła. Myślał, że byłoby najlepiej, gdyby teraz był w domu, w swym cichym, ustronnym domku, na ulicy Gołębiej, pod ochroną cytadeli.",304,bohater_mimo_woli,Franko,4
"Tam pewnie buntu nie ma, a więc i pociski armatnie nie lecą. Wydostać się z ratusza było więc teraz jego największem pragnieniem, tem więcej, że na domiar trwogi przed bombardowaniem trapiła go jeszcze inna obawa; a nuż dowiedzą się, że on w tak ważnej chwili znajdował się wśród buntowników i pozbawią go posady! O tem, że tam na dworze latają kule, z których każda może kres położyć jego życiu i nadziejom, on teraz nie myślał. Byle tylko na wolny, biały świat! Ale jak się ztąd wydobyć, kiedy wszystkie wyjścia obsadzone tą przeklętą gwardją narodową? Jak Marek po piekle tłukł się biedny kancelista po nieskończonych, ciemnych kurytarzach ratuszowych, od bramy do bramy, wypatrując, czy którędy nie można wydobyć się na wolność. — Proszę mię puścić, przecież już nie bombardują! — błagał Kalinowicz u jednych drzwi. — Nie można! Jeszcze deputacja nie wróciła. W każdej chwili mogą znowu zacząć! — brzmiała odpowiedź! Klnąc w duszy wszystkie na świecie rewolucje, Kalinowicz machinalnie prawie poszedł do innej bramy. O radość! Brama była wolną! Jak kamień z procy, wyrwał się Kalinowicz z ratusza, by biedź do domu. Ale nie było to rzeczą tak łatwą, jak mu się zdawało. Rynek zalegały wielotysięczne gwarne i burzliwe tłumy. Po rogach słychać było krzyki, nawoływania, trzask łamanych mebli, rozpaczliwy brzęk fortepianu wyrzucanego przez okno z pierwszego piętra, płacz i hałas właścicieli zabieranych przedmiotów — jednem słowem, tam wrzało całe piekło głosów dźwięków i ruchów szybkich, gorączkowych prawie — tam budowano barykady. Gwardziści w swych malowniczych mundurach, czeladź rzemieślnicza w płóciennych kurtkach i fartuchach, z zakasanymi rękawami — stali w ,szeregach, z bronią w ręku. Między szeregami i obok wznoszonych barykad kręciły się całe roje pauprów ulicznych, wrzeszcząc, klnąc, nucąc pieśni, zbierając obłomki granatów lub też w spółce po kilku wyrywając z bruku trembowelskie płyty. Kalinowicz osłupiał na ten widok. A więc rzeczywiście rewolucja taka sama, o jakich w tym roku tyle się napisały gazety w doniesieniach z Paryża, Berlina, Wiednia!...",314,bohater_mimo_woli,Franko,4
"Barykady we Lwowie! i on, najwierniejszy poddany, który nigdy nie myślał o żadnej konstytucji, zamknięty w tem gnieździe szerszeni, skazany na łaskę i niełaskę tej rewolucyjnej zgraji! Czuł, że się nogi pod nim chwieją, jak podkoszone, że mu się w głowie mącić zaczyna. Ale nie, to nie może być! Trzeba się spieszyć, dopóki spokój. Barykady jeszcze nie wykończone. Możeby się zamięszać między tych, co je budują, wdrapać się na górę i zeskoczyć na drugą stronę! Myśl ta wydała mu się  nadzwyczaj szczęśliwą, pobiegł więc co tchu ku krakowskiej bramie. Od krakowskiego barykada sięgała już okien pierwszego piętra — skakać  z niej, to znaczyło narażać się na kalectwo lub śmierć. Ale uliczka ku Jezuitom była wolna, tędy więc skierował swe kroki. Zaledwie atoli skręcił z rynku w tę uliczkę, z trudem przeciskając się przez tłum zajęty budowaniem i utwierdzaniem barykady, gdy w tem rozległ się krzyk z ratusza — donośny, rozpaczliwy, a zarazem posypała się cała salwa wystrzałów karabinowych od strony gubernium. Rozstawieni tam żołnierze, nie dbając na żadne układy i pertraktacje, wzięli sobie za cel gwardzistów, stojących dla obserwacji na galerji wierzy ratuszowej i zaczęli jednego po drugim zmiatać celnymi wystrzałami. Cały rynek zaryczał okropnym krzykiem oburzenia. — Na barykady! — na barykady! Bronić się do upadłego! — wrzeszczały tłumy! — Do broni! Do broni! Kalinowicz skamieniał na miejscu, nie wiedział co robić. Posypały się salwy karabinowe z placu Halickiego, z placu Marjackiego, od głównego odwachu i z placu krakowskiego ; cały rynek z przyległemi ulicami opasany był żelaznym pierścieniem wojska cesarskiego. O wydobyciu się z tego pierścienia nie było ani mowy, tem bardziej, że właśnie koło kościoła Jezuitów, na ustawionej tam, lecz nie wykończonej jeszcze barykadzie najgorętsza wszczęła się walka. Tu, za osłoną całej kupy piernatów, ławek i jednego fortepianu, stało kilkunastu gwardzistów i kilku starszych ludzi w poszarpanej odzieży, z ogniem zapału czy obłąkania w oczach i z karabinami w ręku.",307,bohater_mimo_woli,Franko,4
"— Bierz go na cel! Tego, co się skrada po pod mur! — Wal kamieniem, wal! — Pilnuj się, bo dają ognia! — Jeszcze Polska nie zginęła! wystrzela z pomiędzy tego piekielnego zgiełku czysty, dziecięcy głos chłopaka, wcale porządnie, ubranego, który z błogim uśmiechem na twarzy, podbiega ku walczącym na barykadzie i podaje im swą czapkę, pełną kul karabinowych, nazbieranych na ulicy. — Bóg zapłać ci, kolego — mówi mu wąsaty jegomość, wysypując' część kul do swej torby, a resztę rozdając po garści towarzyszom. A chłopak: znowu biegnie z próżną czapką i z tymże błogim, uśmiechem zbiera kule, jak gdyby zbierał poziomki w lesie. Kalinowicz stał pośród tego chaosu jak nieżywy, dając się popychać przypływającym i odpływającym falom ludzi, widząc i słysząc, lecz nie rozumiejąc niczego, co się koło niego działo. Kilkakrotnie kule tuż obok niego padały, on nie zwracał na to uwagi. Ze szczytu Wysokiego Zamku znowu zagrzmiały armaty, ratusz i teatr obsypano bombami, które wkrótce wznieciły wielki pożar — on stał na swem niedogodnem miejscu, jak słup milowy. Od rynku naparł na niego tłum, wypłoszony kartaczami, któremi Hamerstein starał się „oczyścić“ ulicę Halicką. On stanął pod murem, w drzwiach jakiegoś szczelnie zamkniętego sklepu. Oczy jego mimo woli spoczęły na barykadzie Jezuickiego kościoła, i nagle zapłonęło coś w tych siwych, nieco już przytępionych pracą biurową oczach, niby iskra elektryczna. Z całego tłumu żywych obrazów i postaci, co mrowiły się przed nim, jedna grupa zwróciła na siebie jego uwagę. Na wierzchu barykady, pod samym kościołem, stał wysoki mężczyzna w koszuli i kamizelce, bez czapki i surduta. Piersią i twarzą przylgnął do muru kościelnego, nogi rozstawił szeroko, by mieć silną oporę na niemocnej barykadzie, lewą ręką trzymał się gzymsu, a w prawej miał potężny sztuciec z odwiedzionym kurkiem. Wychyli pół głowy z za węgła muru, w jednej sekundzie wymierzy i wypali, i znowu ukryje głowę za mur. Nie opuszczając stanowiska schyla prawą rękę ze sztućcem na dół i oddaje go siedzącej u jego stóp, skulonej postaci.",318,bohater_mimo_woli,Franko,4
